Time: 0.138780
X,Y,UX,UY,Rho,P,E
0.3775,0.895,0,0,0.125,0.1,0.25
0.3775,0.905,0,0,0.125,0.1,0.25
0.3775,0.915,0,0,0.125,0.1,0.25
0.3775,0.925,0,0,0.125,0.1,0.25
0.3775,0.935,0,0,0.125,0.1,0.25
0.3775,0.945,0,0,0.125,0.1,0.25
0.3775,0.955,0,0,0.125,0.1,0.25
0.3775,0.965,0,0,0.125,0.1,0.25
0.3775,0.975,0,0,0.125,0.1,0.25
0.3775,0.985,0,0,0.125,0.1,0.25
0.3775,0.995,0,0,0.125,0.1,0.25
0.3825,0.005,0,0,1,1,2.5
0.3825,0.015,0,0,1,1,2.5
0.3825,0.025,0,0,1,1,2.5
0.3825,0.035,0,0,1,1,2.5
0.3825,0.045,0,0,1,1,2.5
0.3825,0.055,0,0,1,1,2.5
0.3825,0.065,0,0,1,1,2.5
0.3825,0.075,0,0,1,1,2.5
0.3825,0.085,0,0,1,1,2.5
0.3825,0.095,0,0,1,1,2.5
0.3825,0.105,0,0,1,1,2.5
0.3825,0.115,0,0,1,1,2.5
0.3825,0.125,0,1.31194e-16,1,1,2.5
0.3825,0.135,0,1.48683e-15,1,1,2.5
0.3825,0.145,0,1.27255e-14,1,1,2.5
0.3825,0.155,0,1.06374e-13,1,1,2.5
0.3825,0.165,0,8.37346e-13,1,1,2.5
0.3825,0.175,0,6.19575e-12,1,1,2.5
0.3825,0.185,0,4.31148e-11,1,1,2.5
0.3825,0.195,0,2.81957e-10,1,1,2.5
0.3825,0.205,0,1.73121e-09,1,1,2.5
0.3825,0.215,0,9.96827e-09,1,1,2.5
0.3825,0.225,0,5.37519e-08,1,1,2.5
0.3825,0.235,0,2.70986e-07,1,1,2.5
0.3825,0.245,0,1.27471e-06,0.999999,0.999998,2.5
0.3825,0.255,0,5.58138e-06,0.999995,0.999993,2.49998
0.3825,0.265,0,2.26817e-05,0.999981,0.999973,2.49993
0.3825,0.275,0,8.5247e-05,0.999928,0.999899,2.49975
0.3825,0.285,0,0.000295046,0.999751,0.999651,2.49913
0.3825,0.295,0,0.000935565,0.999209,0.998894,2.49723
0.3825,0.305,0,0.00270192,0.997718,0.996807,2.49202
0.3825,0.315,0,0.00706333,0.994042,0.991671,2.4792
0.3825,0.325,0,0.0166263,0.986019,0.980487,2.45135
0.3825,0.335,0,0.0351529,0.970616,0.959121,2.3984
0.3825,0.345,0,0.0669826,0.944598,0.923333,2.31045
0.3825,0.355,0,0.116842,0.904949,0.86955,2.18005
0.3825,0.365,0,0.180416,0.856377,0.804803,2.02595
0.3825,0.375,0,0.241605,0.813278,0.748471,1.89491
0.3825,0.385,0,0.297433,0.771673,0.695312,1.77241
0.3825,0.395,0,0.35372,0.734016,0.648243,1.66653
0.3825,0.405,0,0.411623,0.700308,0.606934,1.57666
0.3825,0.415,0,0.465927,0.665507,0.564928,1.48456
0.3825,0.425,0,0.516962,0.630746,0.524133,1.39462
0.3825,0.435,0,0.571891,0.598758,0.487393,1.3164
0.3825,0.445,0,0.631826,0.571054,0.455905,1.25375
0.3825,0.455,0,0.691494,0.542655,0.424378,1.19068
0.3825,0.465,0,0.746297,0.511704,0.390996,1.11999
0.3825,0.475,0,0.799207,0.481011,0.358334,1.04945
0.3825,0.485,0,0.855525,0.452689,0.328865,0.987829
0.3825,0.495,0,0.916423,0.431371,0.308313,0.951921
0.3825,0.505,0,0.952897,0.419804,0.2963,0.931343
0.3825,0.515,0,0.925544,0.431331,0.307823,0.954303
0.3825,0.525,0,0.92748,0.426874,0.304255,0.944241
0.3825,0.535,0,0.923832,0.424727,0.301818,0.935789
0.3825,0.545,0,0.923984,0.424394,0.301285,0.934376
0.3825,0.555,0,0.926263,0.425239,0.301934,0.937255
0.3825,0.565,0,0.930364,0.426893,0.304127,0.945072
0.3825,0.575,0,0.930492,0.426651,0.304759,0.946598
0.3825,0.585,0,0.929701,0.423793,0.304653,0.944784
0.3825,0.595,0,0.927392,0.416808,0.303349,0.937611
0.3825,0.605,0,0.923764,0.405102,0.30154,0.926694
0.3825,0.615,0,0.923172,0.388344,0.301113,0.918266
0.3825,0.625,0,0.924342,0.360918,0.301571,0.908114
0.3825,0.635,0,0.927084,0.31577,0.302516,0.891989
0.3825,0.645,0,0.936756,0.283009,0.306123,0.889479
0.3825,0.655,0,0.939357,0.269206,0.306886,0.885988
0.3825,0.665,0,0.929086,0.263287,0.30333,0.871959
0.3825,0.675,0,0.921731,0.261419,0.300818,0.863095
0.3825,0.685,0,0.920598,0.261452,0.300352,0.86167
0.3825,0.695,0,0.920391,0.262372,0.300424,0.862191
0.3825,0.705,0,0.92323,0.263998,0.301457,0.866152
0.3825,0.715,0,0.931942,0.26573,0.30427,0.876071
0.3825,0.725,0,0.931168,0.265536,0.304025,0.875181
0.3825,0.735,0,0.889274,0.256717,0.29007,0.826682
0.3825,0.745,0,0.518783,0.189547,0.188881,0.497711
0.3825,0.755,0,0.0658308,0.13256,0.108935,0.272625
0.3825,0.765,0,0.00450872,0.125531,0.100597,0.251495
0.3825,0.775,0,0.000292926,0.125035,0.100039,0.250097
0.3825,0.785,0,1.90172e-05,0.125002,0.100003,0.250006
0.3825,0.795,0,1.24342e-06,0.125,0.1,0.25
0.3825,0.805,0,8.1662e-08,0.125,0.1,0.25
0.3825,0.815,0,5.38557e-09,0.125,0.1,0.25
0.3825,0.825,0,3.57856e-10,0.125,0.1,0.25
0.3825,0.835,0,2.40436e-11,0.125,0.1,0.25
0.3825,0.845,0,1.63492e-12,0.125,0.1,0.25
0.3825,0.855,0,1.1195e-13,0.125,0.1,0.25
0.3825,0.865,0,7.65282e-15,0.125,0.1,0.25
0.3825,0.875,0,4.37304e-16,0.125,0.1,0.25
0.3825,0.885,0,2.18648e-17,0.125,0.1,0.25
0.3825,0.895,0,0,0.125,0.1,0.25
0.3825,0.905,0,0,0.125,0.1,0.25
0.3825,0.915,0,0,0.125,0.1,0.25
0.3825,0.925,0,0,0.125,0.1,0.25
0.3825,0.935,0,0,0.125,0.1,0.25
0.3825,0.945,0,0,0.125,0.1,0.25
0.3825,0.955,0,0,0.125,0.1,0.25
0.3825,0.965,0,0,0.125,0.1,0.25
0.3825,0.975,0,0,0.125,0.1,0.25
0.3825,0.985,0,0,0.125,0.1,0.25
0.3825,0.995,0,0,0.125,0.1,0.25
0.3875,0.005,0,0,1,1,2.5
0.3875,0.015,0,0,1,1,2.5
0.3875,0.025,0,0,1,1,2.5
0.3875,0.035,0,0,1,1,2.5
0.3875,0.045,0,0,1,1,2.5
0.3875,0.055,0,0,1,1,2.5
0.3875,0.065,0,0,1,1,2.5
0.3875,0.075,0,0,1,1,2.5
0.3875,0.085,0,0,1,1,2.5
0.3875,0.095,0,0,1,1,2.5
0.3875,0.105,0,0,1,1,2.5
0.3875,0.115,0,0,1,1,2.5
0.3875,0.125,0,1.31194e-16,1,1,2.5
0.3875,0.135,0,1.48683e-15,1,1,2.5
0.3875,0.145,0,1.27255e-14,1,1,2.5
0.3875,0.155,0,1.06374e-13,1,1,2.5
0.3875,0.165,0,8.37346e-13,1,1,2.5
0.3875,0.175,0,6.19575e-12,1,1,2.5
0.3875,0.185,0,4.31148e-11,1,1,2.5
0.3875,0.195,0,2.81957e-10,1,1,2.5
0.3875,0.205,0,1.73121e-09,1,1,2.5
0.3875,0.215,0,9.96827e-09,1,1,2.5
0.3875,0.225,0,5.37519e-08,1,1,2.5
0.3875,0.235,0,2.70986e-07,1,1,2.5
0.3875,0.245,0,1.27471e-06,0.999999,0.999998,2.5
0.3875,0.255,0,5.58138e-06,0.999995,0.999993,2.49998
0.3875,0.265,0,2.26817e-05,0.999981,0.999973,2.49993
0.3875,0.275,0,8.5247e-05,0.999928,0.999899,2.49975
0.3875,0.285,0,0.000295046,0.999751,0.999651,2.49913
0.3875,0.295,0,0.000935565,0.999209,0.998894,2.49723
0.3875,0.305,0,0.00270192,0.997718,0.996807,2.49202
0.3875,0.315,0,0.00706333,0.994042,0.991671,2.4792
0.3875,0.325,0,0.0166263,0.986019,0.980487,2.45135
0.3875,0.335,0,0.0351529,0.970616,0.959121,2.3984
0.3875,0.345,0,0.0669826,0.944598,0.923333,2.31045
0.3875,0.355,0,0.116842,0.904949,0.86955,2.18005
0.3875,0.365,0,0.180416,0.856377,0.804803,2.02595
0.3875,0.375,0,0.241605,0.813278,0.748471,1.89491
0.3875,0.385,0,0.297433,0.771673,0.695312,1.77241
0.3875,0.395,0,0.35372,0.734016,0.648243,1.66653
0.3875,0.405,0,0.411623,0.700308,0.606934,1.57666
0.3875,0.415,0,0.465927,0.665507,0.564928,1.48456
0.3875,0.425,0,0.516962,0.630746,0.524133,1.39462
0.3875,0.435,0,0.571891,0.598758,0.487393,1.3164
0.3875,0.445,0,0.631826,0.571054,0.455905,1.25375
0.3875,0.455,0,0.691494,0.542655,0.424378,1.19068
0.3875,0.465,0,0.746297,0.511704,0.390996,1.11999
0.3875,0.475,0,0.799207,0.481011,0.358334,1.04945
0.3875,0.485,0,0.855525,0.452689,0.328865,0.987829
0.3875,0.495,0,0.916423,0.431371,0.308313,0.951921
0.3875,0.505,0,0.952897,0.419804,0.2963,0.931343
0.3875,0.515,0,0.925544,0.431331,0.307823,0.954303
0.3875,0.525,0,0.92748,0.426874,0.304255,0.944241
0.3875,0.535,0,0.923832,0.424727,0.301818,0.935789
0.3875,0.545,0,0.923984,0.424394,0.301285,0.934376
0.3875,0.555,0,0.926263,0.425239,0.301934,0.937255
0.3875,0.565,0,0.930364,0.426893,0.304127,0.945072
0.3875,0.575,0,0.930492,0.426651,0.304759,0.946598
0.3875,0.585,0,0.929701,0.423793,0.304653,0.944784
0.3875,0.595,0,0.927392,0.416808,0.303349,0.937611
0.3875,0.605,0,0.923764,0.405102,0.30154,0.926694
0.3875,0.615,0,0.923172,0.388344,0.301113,0.918266
0.3875,0.625,0,0.924342,0.360918,0.301571,0.908114
0.3875,0.635,0,0.927084,0.31577,0.302516,0.891989
0.3875,0.645,0,0.936756,0.283009,0.306123,0.889479
0.3875,0.655,0,0.939357,0.269206,0.306886,0.885988
0.3875,0.665,0,0.929086,0.263287,0.30333,0.871959
0.3875,0.675,0,0.921731,0.261419,0.300818,0.863095
0.3875,0.685,0,0.920598,0.261452,0.300352,0.86167
0.3875,0.695,0,0.920391,0.262372,0.300424,0.862191
0.3875,0.705,0,0.92323,0.263998,0.301457,0.866152
0.3875,0.715,0,0.931942,0.26573,0.30427,0.876071
0.3875,0.725,0,0.931168,0.265536,0.304025,0.875181
0.3875,0.735,0,0.889274,0.256717,0.29007,0.826682
0.3875,0.745,0,0.518783,0.189547,0.188881,0.497711
0.3875,0.755,0,0.0658308,0.13256,0.108935,0.272625
0.3875,0.765,0,0.00450872,0.125531,0.100597,0.251495
0.3875,0.775,0,0.000292926,0.125035,0.100039,0.250097
0.3875,0.785,0,1.90172e-05,0.125002,0.100003,0.250006
0.3875,0.795,0,1.24342e-06,0.125,0.1,0.25
0.3875,0.805,0,8.1662e-08,0.125,0.1,0.25
0.3875,0.815,0,5.38557e-09,0.125,0.1,0.25
0.3875,0.825,0,3.57856e-10,0.125,0.1,0.25
0.3875,0.835,0,2.40436e-11,0.125,0.1,0.25
0.3875,0.845,0,1.63492e-12,0.125,0.1,0.25
0.3875,0.855,0,1.1195e-13,0.125,0.1,0.25
0.3875,0.865,0,7.65282e-15,0.125,0.1,0.25
0.3875,0.875,0,4.37304e-16,0.125,0.1,0.25
0.3875,0.885,0,2.18648e-17,0.125,0.1,0.25
0.3875,0.895,0,0,0.125,0.1,0.25
0.3875,0.905,0,0,0.125,0.1,0.25
0.3875,0.915,0,0,0.125,0.1,0.25
0.3875,0.925,0,0,0.125,0.1,0.25
0.3875,0.935,0,0,0.125,0.1,0.25
0.3875,0.945,0,0,0.125,0.1,0.25
0.3875,0.955,0,0,0.125,0.1,0.25
0.3875,0.965,0,0,0.125,0.1,0.25
0.3875,0.975,0,0,0.125,0.1,0.25
0.3875,0.985,0,0,0.125,0.1,0.25
0.3875,0.995,0,0,0.125,0.1,0.25
0.3925,0.005,0,0,1,1,2.5
0.3925,0.015,0,0,1,1,2.5
0.3925,0.025,0,0,1,1,2.5
0.3925,0.035,0,0,1,1,2.5
0.3925,0.045,0,0,1,1,2.5
0.3925,0.055,0,0,1,1,2.5
0.3925,0.065,0,0,1,1,2.5
0.3925,0.075,0,0,1,1,2.5
0.3925,0.085,0,0,1,1,2.5
0.3925,0.095,0,0,1,1,2.5
0.3925,0.105,0,0,1,1,2.5
0.3925,0.115,0,0,1,1,2.5
0.3925,0.125,0,1.31194e-16,1,1,2.5
0.3925,0.135,0,1.48683e-15,1,1,2.5
0.3925,0.145,0,1.27255e-14,1,1,2.5
0.3925,0.155,0,1.06374e-13,1,1,2.5
0.3925,0.165,0,8.37346e-13,1,1,2.5
0.3925,0.175,0,6.19575e-12,1,1,2.5
0.3925,0.185,0,4.31148e-11,1,1,2.5
0.3925,0.195,0,2.81957e-10,1,1,2.5
0.3925,0.205,0,1.73121e-09,1,1,2.5
0.3925,0.215,0,9.96827e-09,1,1,2.5
0.3925,0.225,0,5.37519e-08,1,1,2.5
0.3925,0.235,0,2.70986e-07,1,1,2.5
0.3925,0.245,0,1.27471e-06,0.999999,0.999998,2.5
0.3925,0.255,0,5.58138e-06,0.999995,0.999993,2.49998
0.3925,0.265,0,2.26817e-05,0.999981,0.999973,2.49993
0.3925,0.275,0,8.5247e-05,0.999928,0.999899,2.49975
0.3925,0.285,0,0.000295046,0.999751,0.999651,2.49913
0.3925,0.295,0,0.000935565,0.999209,0.998894,2.49723
0.3925,0.305,0,0.00270192,0.997718,0.996807,2.49202
0.3925,0.315,0,0.00706333,0.994042,0.991671,2.4792
0.3925,0.325,0,0.0166263,0.986019,0.980487,2.45135
0.3925,0.335,0,0.0351529,0.970616,0.959121,2.3984
0.3925,0.345,0,0.0669826,0.944598,0.923333,2.31045
0.3925,0.355,0,0.116842,0.904949,0.86955,2.18005
0.3925,0.365,0,0.180416,0.856377,0.804803,2.02595
0.3925,0.375,0,0.241605,0.813278,0.748471,1.89491
0.3925,0.385,0,0.297433,0.771673,0.695312,1.77241
0.3925,0.395,0,0.35372,0.734016,0.648243,1.66653
0.3925,0.405,0,0.411623,0.700308,0.606934,1.57666
0.3925,0.415,0,0.465927,0.665507,0.564928,1.48456
0.3925,0.425,0,0.516962,0.630746,0.524133,1.39462
0.3925,0.435,0,0.571891,0.598758,0.487393,1.3164
0.3925,0.445,0,0.631826,0.571054,0.455905,1.25375
0.3925,0.455,0,0.691494,0.542655,0.424378,1.19068
0.3925,0.465,0,0.746297,0.511704,0.390996,1.11999
0.3925,0.475,0,0.799207,0.481011,0.358334,1.04945
0.3925,0.485,0,0.855525,0.452689,0.328865,0.987829
0.3925,0.495,0,0.916423,0.431371,0.308313,0.951921
0.3925,0.505,0,0.952897,0.419804,0.2963,0.931343
0.3925,0.515,0,0.925544,0.431331,0.307823,0.954303
0.3925,0.525,0,0.92748,0.426874,0.304255,0.944241
0.3925,0.535,0,0.923832,0.424727,0.301818,0.935789
0.3925,0.545,0,0.923984,0.424394,0.301285,0.934376
0.3925,0.555,0,0.926263,0.425239,0.301934,0.937255
0.3925,0.565,0,0.930364,0.426893,0.304127,0.945072
0.3925,0.575,0,0.930492,0.426651,0.304759,0.946598
0.3925,0.585,0,0.929701,0.423793,0.304653,0.944784
0.3925,0.595,0,0.927392,0.416808,0.303349,0.937611
0.3925,0.605,0,0.923764,0.405102,0.30154,0.926694
0.3925,0.615,0,0.923172,0.388344,0.301113,0.918266
0.3925,0.625,0,0.924342,0.360918,0.301571,0.908114
0.3925,0.635,0,0.927084,0.31577,0.302516,0.891989
0.3925,0.645,0,0.936756,0.283009,0.306123,0.889479
0.3925,0.655,0,0.939357,0.269206,0.306886,0.885988
0.3925,0.665,0,0.929086,0.263287,0.30333,0.871959
0.3925,0.675,0,0.921731,0.261419,0.300818,0.863095
0.3925,0.685,0,0.920598,0.261452,0.300352,0.86167
0.3925,0.695,0,0.920391,0.262372,0.300424,0.862191
0.3925,0.705,0,0.92323,0.263998,0.301457,0.866152
0.3925,0.715,0,0.931942,0.26573,0.30427,0.876071
0.3925,0.725,0,0.931168,0.265536,0.304025,0.875181
0.3925,0.735,0,0.889274,0.256717,0.29007,0.826682
0.3925,0.745,0,0.518783,0.189547,0.188881,0.497711
0.3925,0.755,0,0.0658308,0.13256,0.108935,0.272625
0.3925,0.765,0,0.00450872,0.125531,0.100597,0.251495
0.3925,0.775,0,0.000292926,0.125035,0.100039,0.250097
0.3925,0.785,0,1.90172e-05,0.125002,0.100003,0.250006
0.3925,0.795,0,1.24342e-06,0.125,0.1,0.25
0.3925,0.805,0,8.1662e-08,0.125,0.1,0.25
0.3925,0.815,0,5.38557e-09,0.125,0.1,0.25
0.3925,0.825,0,3.57856e-10,0.125,0.1,0.25
0.3925,0.835,0,2.40436e-11,0.125,0.1,0.25
0.3925,0.845,0,1.63492e-12,0.125,0.1,0.25
0.3925,0.855,0,1.1195e-13,0.125,0.1,0.25
0.3925,0.865,0,7.65282e-15,0.125,0.1,0.25
0.3925,0.875,0,4.37304e-16,0.125,0.1,0.25
0.3925,0.885,0,2.18648e-17,0.125,0.1,0.25
0.3925,0.895,0,0,0.125,0.1,0.25
0.3925,0.905,0,0,0.125,0.1,0.25
0.3925,0.915,0,0,0.125,0.1,0.25
0.3925,0.925,0,0,0.125,0.1,0.25
0.3925,0.935,0,0,0.125,0.1,0.25
0.3925,0.945,0,0,0.125,0.1,0.25
0.3925,0.955,0,0,0.125,0.1,0.25
0.3925,0.965,0,0,0.125,0.1,0.25
0.3925,0.975,0,0,0.125,0.1,0.25
0.3925,0.985,0,0,0.125,0.1,0.25
0.3925,0.995,0,0,0.125,0.1,0.25
0.3975,0.005,0,0,1,1,2.5
0.3975,0.015,0,0,1,1,2.5
0.3975,0.025,0,0,1,1,2.5
0.3975,0.035,0,0,1,1,2.5
0.3975,0.045,0,0,1,1,2.5
0.3975,0.055,0,0,1,1,2.5
0.3975,0.065,0,0,1,1,2.5
0.3975,0.075,0,0,1,1,2.5
0.3975,0.085,0,0,1,1,2.5
0.3975,0.095,0,0,1,1,2.5
0.3975,0.105,0,0,1,1,2.5
0.3975,0.115,0,0,1,1,2.5
0.3975,0.125,0,1.31194e-16,1,1,2.5
0.3975,0.135,0,1.48683e-15,1,1,2.5
0.3975,0.145,0,1.27255e-14,1,1,2.5
0.3975,0.155,0,1.06374e-13,1,1,2.5
0.3975,0.165,0,8.37346e-13,1,1,2.5
0.3975,0.175,0,6.19575e-12,1,1,2.5
0.3975,0.185,0,4.31148e-11,1,1,2.5
0.3975,0.195,0,2.81957e-10,1,1,2.5
0.3975,0.205,0,1.73121e-09,1,1,2.5
0.3975,0.215,0,9.96827e-09,1,1,2.5
0.3975,0.225,0,5.37519e-08,1,1,2.5
0.3975,0.235,0,2.70986e-07,1,1,2.5
0.3975,0.245,0,1.27471e-06,0.999999,0.999998,2.5
0.3975,0.255,0,5.58138e-06,0.999995,0.999993,2.49998
0.3975,0.265,0,2.26817e-05,0.999981,0.999973,2.49993
0.3975,0.275,0,8.5247e-05,0.999928,0.999899,2.49975
0.3975,0.285,0,0.000295046,0.999751,0.999651,2.49913
0.3975,0.295,0,0.000935565,0.999209,0.998894,2.49723
0.3975,0.305,0,0.00270192,0.997718,0.996807,2.49202
0.3975,0.315,0,0.00706333,0.994042,0.991671,2.4792
0.3975,0.325,0,0.0166263,0.986019,0.980487,2.45135
0.3975,0.335,0,0.0351529,0.970616,0.959121,2.3984
0.3975,0.345,0,0.0669826,0.944598,0.923333,2.31045
0.3975,0.355,0,0.116842,0.904949,0.86955,2.18005
0.3975,0.365,0,0.180416,0.856377,0.804803,2.02595
0.3975,0.375,0,0.241605,0.813278,0.748471,1.89491
0.3975,0.385,0,0.297433,0.771673,0.695312,1.77241
0.3975,0.395,0,0.35372,0.734016,0.648243,1.66653
0.3975,0.405,0,0.411623,0.700308,0.606934,1.57666
0.3975,0.415,0,0.465927,0.665507,0.564928,1.48456
0.3975,0.425,0,0.516962,0.630746,0.524133,1.39462
0.3975,0.435,0,0.571891,0.598758,0.487393,1.3164
0.3975,0.445,0,0.631826,0.571054,0.455905,1.25375
0.3975,0.455,0,0.691494,0.542655,0.424378,1.19068
0.3975,0.465,0,0.746297,0.511704,0.390996,1.11999
0.3975,0.475,0,0.799207,0.481011,0.358334,1.04945
0.3975,0.485,0,0.855525,0.452689,0.328865,0.987829
0.3975,0.495,0,0.916423,0.431371,0.308313,0.951921
0.3975,0.505,0,0.952897,0.419804,0.2963,0.931343
0.3975,0.515,0,0.925544,0.431331,0.307823,0.954303
0.3975,0.525,0,0.92748,0.426874,0.304255,0.944241
0.3975,0.535,0,0.923832,0.424727,0.301818,0.935789
0.3975,0.545,0,0.923984,0.424394,0.301285,0.934376
0.3975,0.555,0,0.926263,0.425239,0.301934,0.937255
0.3975,0.565,0,0.930364,0.426893,0.304127,0.945072
0.3975,0.575,0,0.930492,0.426651,0.304759,0.946598
0.3975,0.585,0,0.929701,0.423793,0.304653,0.944784
0.3975,0.595,0,0.927392,0.416808,0.303349,0.937611
0.3975,0.605,0,0.923764,0.405102,0.30154,0.926694
0.3975,0.615,0,0.923172,0.388344,0.301113,0.918266
0.3975,0.625,0,0.924342,0.360918,0.301571,0.908114
0.3975,0.635,0,0.927084,0.31577,0.302516,0.891989
0.3975,0.645,0,0.936756,0.283009,0.306123,0.889479
0.3975,0.655,0,0.939357,0.269206,0.306886,0.885988
0.3975,0.665,0,0.929086,0.263287,0.30333,0.871959
0.3975,0.675,0,0.921731,0.261419,0.300818,0.863095
0.3975,0.685,0,0.920598,0.261452,0.300352,0.86167
0.3975,0.695,0,0.920391,0.262372,0.300424,0.862191
0.3975,0.705,0,0.92323,0.263998,0.301457,0.866152
0.3975,0.715,0,0.931942,0.26573,0.30427,0.876071
0.3975,0.725,0,0.931168,0.265536,0.304025,0.875181
0.3975,0.735,0,0.889274,0.256717,0.29007,0.826682
0.3975,0.745,0,0.518783,0.189547,0.188881,0.497711
0.3975,0.755,0,0.0658308,0.13256,0.108935,0.272625
0.3975,0.765,0,0.00450872,0.125531,0.100597,0.251495
0.3975,0.775,0,0.000292926,0.125035,0.100039,0.250097
0.3975,0.785,0,1.90172e-05,0.125002,0.100003,0.250006
0.3975,0.795,0,1.24342e-06,0.125,0.1,0.25
0.3975,0.805,0,8.1662e-08,0.125,0.1,0.25
0.3975,0.815,0,5.38557e-09,0.125,0.1,0.25
0.3975,0.825,0,3.57856e-10,0.125,0.1,0.25
0.3975,0.835,0,2.40436e-11,0.125,0.1,0.25
0.3975,0.845,0,1.63492e-12,0.125,0.1,0.25
0.3975,0.855,0,1.1195e-13,0.125,0.1,0.25
0.3975,0.865,0,7.65282e-15,0.125,0.1,0.25
0.3975,0.875,0,4.37304e-16,0.125,0.1,0.25
0.3975,0.885,0,2.18648e-17,0.125,0.1,0.25
0.3975,0.895,0,0,0.125,0.1,0.25
0.3975,0.905,0,0,0.125,0.1,0.25
0.3975,0.915,0,0,0.125,0.1,0.25
0.3975,0.925,0,0,0.125,0.1,0.25
0.3975,0.935,0,0,0.125,0.1,0.25
0.3975,0.945,0,0,0.125,0.1,0.25
0.3975,0.955,0,0,0.125,0.1,0.25
0.3975,0.965,0,0,0.125,0.1,0.25
0.3975,0.975,0,0,0.125,0.1,0.25
0.3975,0.985,0,0,0.125,0.1,0.25
0.3975,0.995,0,0,0.125,0.1,0.25
0.4025,0.005,0,0,1,1,2.5
0.4025,0.015,0,0,1,1,2.5
0.4025,0.025,0,0,1,1,2.5
0.4025,0.035,0,0,1,1,2.5
0.4025,0.045,0,0,1,1,2.5
0.4025,0.055,0,0,1,1,2.5
0.4025,0.065,0,0,1,1,2.5
0.4025,0.075,0,0,1,1,2.5
0.4025,0.085,0,0,1,1,2.5
0.4025,0.095,0,0,1,1,2.5
0.4025,0.105,0,0,1,1,2.5
0.4025,0.115,0,0,1,1,2.5
0.4025,0.125,0,1.31194e-16,1,1,2.5
0.4025,0.135,0,1.48683e-15,1,1,2.5
0.4025,0.145,0,1.27255e-14,1,1,2.5
0.4025,0.155,0,1.06374e-13,1,1,2.5
0.4025,0.165,0,8.37346e-13,1,1,2.5
0.4025,0.175,0,6.19575e-12,1,1,2.5
0.4025,0.185,0,4.31148e-11,1,1,2.5
0.4025,0.195,0,2.81957e-10,1,1,2.5
0.4025,0.205,0,1.73121e-09,1,1,2.5
0.4025,0.215,0,9.96827e-09,1,1,2.5
0.4025,0.225,0,5.37519e-08,1,1,2.5
0.4025,0.235,0,2.70986e-07,1,1,2.5
0.4025,0.245,0,1.27471e-06,0.999999,0.999998,2.5
0.4025,0.255,0,5.58138e-06,0.999995,0.999993,2.49998
0.4025,0.265,0,2.26817e-05,0.999981,0.999973,2.49993
0.4025,0.275,0,8.5247e-05,0.999928,0.999899,2.49975
0.4025,0.285,0,0.000295046,0.999751,0.999651,2.49913
0.4025,0.295,0,0.000935565,0.999209,0.998894,2.49723
0.4025,0.305,0,0.00270192,0.997718,0.996807,2.49202
0.4025,0.315,0,0.00706333,0.994042,0.991671,2.4792
0.4025,0.325,0,0.0166263,0.986019,0.980487,2.45135
0.4025,0.335,0,0.0351529,0.970616,0.959121,2.3984
0.4025,0.345,0,0.0669826,0.944598,0.923333,2.31045
0.4025,0.355,0,0.116842,0.904949,0.86955,2.18005
0.4025,0.365,0,0.180416,0.856377,0.804803,2.02595
0.4025,0.375,0,0.241605,0.813278,0.748471,1.89491
0.4025,0.385,0,0.297433,0.771673,0.695312,1.77241
0.4025,0.395,0,0.35372,0.734016,0.648243,1.66653
0.4025,0.405,0,0.411623,0.700308,0.606934,1.57666
0.4025,0.415,0,0.465927,0.665507,0.564928,1.48456
0.4025,0.425,0,0.516962,0.630746,0.524133,1.39462
0.4025,0.435,0,0.571891,0.598758,0.487393,1.3164
0.4025,0.445,0,0.631826,0.571054,0.455905,1.25375
0.4025,0.455,0,0.691494,0.542655,0.424378,1.19068
0.4025,0.465,0,0.746297,0.511704,0.390996,1.11999
0.4025,0.475,0,0.799207,0.481011,0.358334,1.04945
0.4025,0.485,0,0.855525,0.452689,0.328865,0.987829
0.4025,0.495,0,0.916423,0.431371,0.308313,0.951921
0.4025,0.505,0,0.952897,0.419804,0.2963,0.931343
0.4025,0.515,0,0.925544,0.431331,0.307823,0.954303
0.4025,0.525,0,0.92748,0.426874,0.304255,0.944241
0.4025,0.535,0,0.923832,0.424727,0.301818,0.935789
0.4025,0.545,0,0.923984,0.424394,0.301285,0.934376
0.4025,0.555,0,0.926263,0.425239,0.301934,0.937255
0.4025,0.565,0,0.930364,0.426893,0.304127,0.945072
0.4025,0.575,0,0.930492,0.426651,0.304759,0.946598
0.4025,0.585,0,0.929701,0.423793,0.304653,0.944784
0.4025,0.595,0,0.927392,0.416808,0.303349,0.937611
0.4025,0.605,0,0.923764,0.405102,0.30154,0.926694
0.4025,0.615,0,0.923172,0.388344,0.301113,0.918266
0.4025,0.625,0,0.924342,0.360918,0.301571,0.908114
0.4025,0.635,0,0.927084,0.31577,0.302516,0.891989
0.4025,0.645,0,0.936756,0.283009,0.306123,0.889479
0.4025,0.655,0,0.939357,0.269206,0.306886,0.885988
0.4025,0.665,0,0.929086,0.263287,0.30333,0.871959
0.4025,0.675,0,0.921731,0.261419,0.300818,0.863095
0.4025,0.685,0,0.920598,0.261452,0.300352,0.86167
0.4025,0.695,0,0.920391,0.262372,0.300424,0.862191
0.4025,0.705,0,0.92323,0.263998,0.301457,0.866152
0.4025,0.715,0,0.931942,0.26573,0.30427,0.876071
0.4025,0.725,0,0.931168,0.265536,0.304025,0.875181
